trade_date,open,high,low,close,volume,amount,pct_chg,turnover_rate,stock_code
2015-01-30,7.3015746,7.6815822,6.77906415,6.9079953,1415160961.0,15039448682.0,-4.592315,14.520516,sh.600900
2015-01-30,18.21105184,19.6305931,14.1314693,15.00109818,1861004429.0,48862158390.0,-17.014503,39.926294,sh.600999
2015-01-30,5.784834,6.47901408,5.3115294,5.58499428,3678457990.0,41331826500.0,-0.375235,24.742783,sh.601006
2015-01-30,1.91940704,2.4754624,1.88523088,2.286108,639121288.0,15440614634.0,18.761996,205.48711,sh.601012
2015-01-30,9.52130176,11.35808832,8.91216336,8.9262204,1817306372.0,38690285000.0,-6.111385,11.019964,sh.601088
2015-01-30,7.5095391,9.00580065,7.1895838,7.23663605,2082867170.0,17764926544.0,-1.913265,25.006595,sh.601111
2015-01-30,8.61259576,9.23483605,8.2965372,9.02742262,1351607950.0,12150576720.0,4.816514,34.38181,sh.601118
2015-01-30,9.90329373,10.29165819,8.42633192,8.51459657,6751337285.0,107225556290.0,-12.30303,41.727424,sh.601166
2015-01-30,3.74779546,4.02981452,3.39782,3.52353934,3184299251.0,34314361810.0,-5.123513,35.508582,sh.601169
2015-01-30,11.78607768,12.19828506,9.99221223,10.01511264,4971158282.0,71882510590.0,-14.023591,48.445954,sh.601186
2015-01-30,3.9368399,4.6472471,3.54019588,3.56387612,824666193.0,5671570550.0,-9.473684,138.700116,sh.601225
2015-01-30,2.02287248,2.22193174,1.8560931,1.86147308,16987920256.0,63714865320.0,-6.738544,5.97822,sh.601288
2015-01-30,7.81,14.99,7.81,12.89,6199535445.0,79489688187.0,81.549296,61.223426,sh.601299
2015-01-30,27.0172948,28.2674524,23.787721,24.06206114,4269018427.0,317586042800.0,-7.254718,79.55008,sh.601318
2015-01-30,3.68850735,3.99093255,3.3590799,3.36448035,8914387190.0,59895263040.0,-8.382353,27.253577,sh.601328
2015-01-30,38.72222135,42.05994609,34.41547975,40.48337104,487120479.0,23678605590.0,6.214689,23.358171,sh.601336
2015-01-30,8.5826223,9.4908363,8.2647474,8.98223646,83066997.0,815519370.0,4.656085,28.761722,sh.601360
2015-01-30,11.26911942,11.54325316,8.50555496,9.3353652,3548877893.0,48490488430.0,-16.666667,68.247652,sh.601377
2015-01-30,7.16753465,7.16753465,5.7829842,6.2266523,7256629108.0,61632605590.0,-12.473118,42.455023,sh.601390
2015-01-30,2.72733516,2.96521632,2.49498612,2.51158248,14842818400.0,72759300180.0,-6.776181,5.565358,sh.601398
2015-01-30,23.031426,26.43728536,20.4491146,23.31757402,2466232964.0,81860887380.0,3.436533,39.229373,sh.601601
2015-01-30,28.996491,35.49338594,26.07162756,30.32444624,3099386054.0,111412659110.0,5.651537,14.884057,sh.601628
2015-01-30,11.1544299,13.0336359,10.469862,11.8926894,128126049.0,5599197232.0,6.618532,6.376832,sh.601633
2015-01-30,3.53202372,3.62295658,2.80456084,2.81413272,13059585568.0,85621958400.0,-19.230769,43.745986,sh.601668
2015-01-30,7.01315355,7.0546515,5.66032038,5.78481423,4628946918.0,35109218100.0,-17.319098,140.271119,sh.601669
2015-01-30,19.01648269,20.87305372,15.92219764,16.11320289,4451666980.0,107276630780.0,-13.812832,79.494053,sh.601688
2015-01-30,5.31755172,11.0971699,5.31755172,9.51402416,8707852633.0,107615707233.0,96.865204,83.593542,sh.601766
2015-01-30,24.4606131,24.691293,18.8132274,19.8470151,1668453781.0,43264379400.0,-18.605466,48.813744,sh.601788
2015-01-30,10.8354477,11.2513071,9.0333903,9.2875266,3161870037.0,41946447920.0,-13.174946,234.258506,sh.601800
2015-01-30,2.78074464,2.8824792,2.33424296,2.35685064,11640203156.0,53409526050.0,-14.54918,29.239131,sh.601818
2015-01-30,7.5159969,9.14331366,7.42635657,8.02625724,5359325587.0,64994503240.0,7.678076,3.309818,sh.601857
2015-01-30,19.84995828,22.02730902,19.13753268,20.51340462,105577456.0,4909914908.0,3.761261,10.814728,sh.601888
2015-01-30,2.72158353,3.2915907,2.72158353,2.88214893,9105291551.0,34251678600.0,6.213018,57.614558,sh.601899
2015-01-30,12.91679217,13.19242644,10.85428746,11.46258378,4495627527.0,57839051180.0,-14.407381,73.698812,sh.601901
2015-01-30,3.14602836,3.5730516,2.73207726,2.80179534,1569111587.0,11206650040.0,-10.694444,20.549745,sh.601919
2015-01-30,3.81186936,4.07125692,3.2705388,3.2987331,6920225729.0,44080431860.0,-13.07578,72.133341,sh.601939
2015-01-30,2.31647658,2.81523948,2.31647658,2.4383964,33141845632.0,151915486200.0,6.024096,16.158173,sh.601988
2015-01-30,9.0931251,9.7842421,7.9478455,8.5599777,11556830960.0,104198967400.0,-5.863192,68.568023,sh.601989
2015-01-30,5.03375785,5.14493287,4.12582852,4.29259105,3550821330.0,26775534666.0,-14.619165,11.1293,sh.601998
2015-01-30,9.16049505,11.00405901,9.13756515,10.44456945,76550604.0,3355075320.0,14.017522,51.136008,sh.603288
2015-01-30,2.21482404,2.92728492,2.21482404,2.92728492,94500.0,667109.0,58.490566,0.103846,sh.603799
2015-01-30,2.498825,3.4812202,2.4674112,3.1499474,696922130.0,7173109070.0,26.057143,35.405135,sh.603993
2015-02-27,6.62646394,6.9752252,6.52749115,6.84797447,2857823476.0,41037226380.0,0.414651,19.150748,sh.600000
2015-02-27,18.16963596,20.14578972,17.73049068,19.3040946,171859656.0,3541412176.0,3.482099,15.716814,sh.600009
2015-02-27,3.45041334,3.9161133,3.23873154,3.62681484,5532625509.0,27910974320.0,2.8,35.145579,sh.600010
2015-02-27,5.12313076,5.49185736,4.9669642,5.21422792,1410752783.0,16984287230.0,-1.069959,21.745081,sh.600015
2015-02-27,4.45506494,4.8271584,4.45003665,4.64111167,3905835770.0,36066302200.0,-2.534319,14.308643,sh.600016
2015-02-27,4.71241482,5.03538406,4.5509302,4.9179407,822691597.0,5349803694.0,3.395062,3.615404,sh.600018
2015-02-27,3.45229848,3.99024225,3.3695379,3.94886196,2714996912.0,17492455148.0,12.457912,16.530387,sh.600019
2015-02-27,3.14323152,3.3639936,2.9172132,3.32194368,7160288331.0,42417941510.0,4.809287,7.596562,sh.600028
2015-02-27,4.62750625,4.999615,4.1790675,4.95190875,1153575863.0,5580418996.0,4.008016,16.426504,sh.600029
2015-02-27,20.126097,22.49650398,19.89501959,22.01198683,5559772744.0,160325954600.0,5.994257,56.647625,sh.600030
2015-02-27,6.739088,7.27821504,6.4863722,7.17712872,1431774869.0,11674015622.0,4.668305,18.854757,sh.600031
2015-02-27,8.94288018,9.62734955,8.86611726,9.4034577,2265523842.0,32888335960.0,2.51046,10.982258,sh.600036
2015-02-27,6.63756093,7.08846417,6.04077723,6.75691767,2840098813.0,28329560310.0,-2.767176,26.465912,sh.600048
2015-02-27,3.6555949,4.82209934,3.50772814,4.6413733,6211334139.0,31677894972.0,25.0,29.303451,sh.600050
2015-02-27,6.96325076,7.07232064,6.46382552,6.99769388,941228678.0,11141460870.0,-0.732899,29.730087,sh.600089
2015-02-27,12.529673,14.9392255,12.4332909,14.53442068,1259548826.0,18286880560.0,13.213213,60.841849,sh.600100
2015-02-27,14.08703125,15.9041,13.7134875,15.422925,545422256.0,12558776402.0,7.549669,4.946886,sh.600104
2015-02-27,14.86976658,20.06355702,14.61100122,19.407402,1481850258.0,27195403210.0,26.811594,52.235592,sh.600109
2015-02-27,16.625726,16.70885463,15.346824,16.42749619,537325460.0,13411840062.0,-2.504744,36.318784,sh.600111
2015-02-27,36.136198,36.98588698,32.7667417,35.8432018,273993711.0,9708503166.0,1.633896,19.881737,sh.600150
2015-02-27,19.58990851,20.41019734,18.70787751,19.97800215,303525078.0,6777979584.0,1.251676,15.93735,sh.600196
2015-02-27,5.0512545,5.25017025,4.8824775,5.15372625,1159982994.0,9751947922.0,1.423488,38.081512,sh.600256
2015-02-27,9.290359,9.8159674,9.2096735,9.3041908,79852216.0,3273542816.0,-0.85974,5.336847,sh.600276
2015-02-27,13.74055169,14.2983809,12.8877783,14.02908404,302478586.0,6451070400.0,0.736648,13.988518,sh.600309
2015-02-27,24.29563308,26.23699014,23.39458128,25.5571056,198381678.0,6033524144.0,4.173623,19.137708,sh.600332
2015-02-27,15.0180195,16.32043875,14.1690351,15.5389872,69768720.0,3291960828.0,2.546689,5.274003,sh.600340
2015-02-27,2.17304048,2.44248752,2.1455968,2.2952896,59210960.0,533273624.0,2.449889,22.829703,sh.600346
2015-02-27,26.1636452,27.8183752,24.9722396,27.1281164,200235219.0,5576931804.0,3.350144,11.382415,sh.600372
2015-02-27,7.5663966,7.9233021,7.1143163,7.76150494,470805715.0,7399989718.0,1.746725,21.344438,sh.600406
2015-02-27,24.123803,26.73265551,24.123803,24.90969184,25409926.0,2577889696.0,2.339839,15.793884,sh.600436
2015-02-27,4.34492132,4.34492132,4.34492132,4.34492132,0.0,0.0,0.0,0.0,sh.600438
2015-02-27,39.98022028,44.8329643,36.95474407,41.60778669,48420656.0,1973853136.0,0.700822,34.939067,sh.600485
2015-02-27,7.4213088,10.3530176,7.2417248,10.1599648,1433004657.0,28685024484.0,36.079375,65.174659,sh.600518
2015-02-27,127.26703977,141.0372015,125.8095345,138.53551335,66371455.0,12120959498.0,7.828197,5.811871,sh.600519
2015-02-27,12.70113,13.08704895,11.137914,12.5154981,376746696.0,9358788340.0,-0.116959,26.474176,sh.600547
2015-02-27,18.48323382,25.4461173,18.2361234,24.21369318,262223432.0,18170418310.0,29.448161,42.444356,sh.600570
2015-02-27,12.52462008,13.15213172,12.17244518,13.01766494,412548809.0,8214224712.0,2.780586,10.314487,sh.600585
2015-02-27,12.142819,15.6563329,12.0781531,14.30912665,597439724.0,23551199630.0,17.009401,51.315224,sh.600588
2015-02-27,11.4019388,13.044591,10.8704925,12.6511827,179496113.0,3092624376.0,7.570423,34.63036,sh.600606
2015-02-27,23.455214,26.550826,22.9730129,25.1994723,249875992.0,10242073028.0,6.570997,22.435835,sh.600637
2015-02-27,7.61755984,8.170008,7.24796424,7.95214112,318372489.0,6399942598.0,2.45614,11.632845,sh.600690
2015-02-27,9.77677695,10.27859382,9.33264018,9.94404924,878375381.0,14967328664.0,1.411765,37.056335,sh.600703
2015-02-27,13.42735216,13.42735216,13.42735216,13.42735216,0.0,0.0,0.0,0.0,sh.600745
2015-02-27,2.89456518,2.91677412,2.50220724,2.85755028,4496228135.0,16656619910.0,-3.740648,26.29979,sh.600795
2015-02-27,13.1445981,13.25646702,11.85189058,12.6474029,115956601.0,2319024576.0,-5.392841,13.392254,sh.600809
2015-02-27,13.948592,15.15414888,13.6496936,14.52646224,525935896.0,7572333728.0,2.966102,16.505983,sh.600832
2015-02-27,15.69667159,18.31414679,15.58215705,17.79883136,3723609974.0,79007645150.0,9.511827,46.015195,sh.600837
2015-02-27,9.63165796,10.33415208,9.47118976,10.07027104,615778216.0,17106943740.0,3.443223,20.47255,sh.600887
2015-02-27,29.9038652,32.067205,28.429731,31.3397102,172900513.0,5443391504.0,4.868674,15.917575,sh.600893
2015-02-27,6.8537085,6.94192455,6.1751235,6.80620755,572848889.0,5611537296.0,-1.473477,5.87782,sh.600900
2015-02-27,14.61104405,18.30696679,14.5790724,17.78263173,1683928021.0,45163646080.0,18.542199,36.127268,sh.600999
2015-02-27,5.6270658,5.6796552,5.06435922,5.61128898,1316554203.0,13587561846.0,0.47081,8.855671,sh.601006
2015-02-27,2.27040544,2.56967776,2.21775568,2.4523704,291355270.0,7540321858.0,7.272727,93.675103,sh.601012
2015-02-27,8.7622216,9.15113304,8.2936536,8.7153648,666017825.0,12271995900.0,-2.362205,4.038665,sh.601088
2015-02-27,7.01078525,7.57541225,6.29559105,7.4342555,844801633.0,6192249882.0,2.730819,10.142564,sh.601111
2015-02-27,9.12619092,9.2842202,7.8026957,8.62247259,650303233.0,5533685088.0,-4.485777,16.542225,sh.601118
2015-02-27,8.2968771,8.74408466,8.10269487,8.37925744,3489396722.0,49517158440.0,-1.589496,21.566622,sh.601166
2015-02-27,3.4317982,3.64925868,3.19734862,3.54732408,1219516257.0,12351979000.0,0.675024,13.599002,sh.601169
2015-02-27,9.57237138,10.62579024,8.81665785,10.43495349,2192054368.0,27640501230.0,4.192073,21.362459,sh.601186
2015-02-27,9.55655502,12.60910254,9.55655502,12.60910254,219199.0,2985017.0,58.3878,0.04384,sh.601198
2015-02-27,3.55795606,3.62899678,3.26787312,3.59347642,506537980.0,2971417896.0,0.830565,18.691438,sh.601225
2015-02-27,1.81843324,1.92065286,1.6946937,1.79691332,7244084627.0,24056597800.0,-3.468208,2.549266,sh.601288
2015-02-27,12.2,13.59,11.16,12.84,2835119305.0,35058814330.0,-0.387898,27.998181,sh.601299
2015-02-27,23.0237358,24.80868304,22.74939566,24.40585448,1849311314.0,127041428000.0,1.428778,34.14324,sh.601318
2015-02-27,3.2834736,3.42928575,3.1430619,3.2834736,3014201585.0,18339921140.0,-2.407705,9.215191,sh.601328
2015-02-27,40.48337104,40.48337104,40.48337104,40.48337104,0.0,0.0,0.0,0.0,sh.601336
2015-02-27,8.91866148,9.66339696,8.78242938,9.5816577,54548135.0,555531525.0,6.673407,18.023723,sh.601360
2015-02-27,8.890824,10.8912594,8.86118792,10.65417076,2229265571.0,29973693950.0,14.126984,42.870492,sh.601377
2015-02-27,6.2266523,6.8080105,6.11191055,6.5632281,2129563435.0,18089755950.0,5.405405,12.459045,sh.601390
2015-02-27,2.47838976,2.55583944,2.34561888,2.53371096,6562599809.0,29054551940.0,0.881057,2.442977,sh.601398
2015-02-27,22.2288157,24.88789852,21.41922618,24.01549602,1324823951.0,44116651720.0,2.993116,21.07344,sh.601601
2015-02-27,28.4081564,33.14004754,27.9879174,31.48430588,1778048685.0,65486101940.0,3.824834,8.538652,sh.601628
2015-02-27,11.7584604,14.04303798,11.75577582,13.14907284,74007619.0,3617307184.0,10.564334,3.683358,sh.601633
2015-02-27,2.72319986,3.13957664,2.6083373,3.06778754,6290599015.0,37412004970.0,9.013605,21.07176,sh.601668
2015-02-27,5.65202079,6.83886216,5.23704129,6.7226679,2422971892.0,17304966924.0,16.212339,73.423391,sh.601669
2015-02-27,15.55546756,17.84753056,14.99773223,17.55720258,1995195171.0,44297119560.0,8.961593,35.628485,sh.601688
2015-02-27,8.9383348,9.58977276,8.19599852,9.18073032,3619492651.0,42578588210.0,-3.503185,34.746363,sh.601766
2015-02-27,19.8470151,21.615561,19.3856553,21.102939,861878828.0,20837436990.0,6.328024,25.215881,sh.601788
2015-02-27,8.856265,10.8662521,8.3402913,10.6583224,1896298443.0,23355584270.0,14.759536,140.494086,sh.601800
2015-02-27,2.30598336,2.41336984,2.18729304,2.32293912,4184126153.0,17069653930.0,-1.438849,10.510144,sh.601818
2015-02-27,7.92282609,8.21932872,7.3780887,7.87455822,1932131951.0,21788985150.0,-1.890034,1.193248,sh.601857
2015-02-27,20.42880408,23.23397988,20.09040192,22.4636697,76569979.0,3750950326.0,9.507272,7.843374,sh.601888
2015-02-27,2.88214893,2.91426201,2.59313121,2.85003585,2235676879.0,7728588096.0,-1.114206,14.146448,sh.601899
2015-02-27,11.08239858,12.87877365,10.88280135,12.55561623,2412241958.0,30495339180.0,9.535655,39.54495,sh.601901
2015-02-27,2.6580018,2.77565106,2.43577542,2.7015756,589735425.0,3565099296.0,-3.576983,7.723423,sh.601919
2015-02-27,3.22542792,3.40023258,3.0167901,3.20851134,2394466148.0,13504107648.0,-2.735043,24.958845,sh.601939
2015-02-27,2.34972744,2.42177097,2.15022228,2.27768391,14578962896.0,60072557830.0,-6.590909,7.051537,sh.601988
2015-02-27,8.787059,9.2609678,7.9873379,8.8462976,5483925991.0,47471318150.0,3.344867,30.537755,sh.601989
2015-02-27,4.17523964,4.3852369,3.8911257,4.18141603,1230267184.0,8271784004.0,-2.589928,3.856013,sh.601998
2015-02-27,10.32762696,11.27233884,10.1120859,10.9834221,28425391.0,1317774080.0,5.159166,18.988237,sh.603288
2015-02-27,3.22156224,9.4865715,3.22156224,8.84767995,151045262.0,3267421657.0,202.248677,165.983804,sh.603799
2015-02-27,3.112822,3.7582328,3.012869,3.5925964,343006467.0,3923625314.0,14.052584,17.425462,sh.603993
2015-03-31,6.87153942,7.81413742,6.36724949,7.44181121,7223688641.0,109834224840.0,8.671714,48.407133,sh.600000
2015-03-31,19.40473206,23.27469984,18.62707896,22.08534804,372706605.0,8706368142.0,14.407583,34.084559,sh.600009
2015-03-31,3.6691512,4.70639202,3.44335728,4.17718752,10644575416.0,62128068220.0,15.175097,67.618848,sh.600010
2015-03-31,5.23157976,5.8779358,4.87586704,5.5959684,3065431656.0,38240066380.0,7.321131,47.249994,sh.600015
2015-03-31,4.66625312,5.05343145,4.34947085,4.8774413,8896791685.0,83789004610.0,5.092091,32.5925,sh.600016
2015-03-31,5.01336343,5.93822989,4.71975503,5.67398233,3094536849.0,22468111550.0,15.373134,13.599264,sh.600018
2015-03-31,3.97250784,4.51045161,3.65328846,4.20896664,3526036461.0,24250903124.0,6.586826,21.46844,sh.600019
2015-03-31,3.30091872,3.45860592,3.1011816,3.36924984,13034523701.0,82006479510.0,1.424051,13.640464,sh.600028
2015-03-31,4.95190875,8.23409875,4.57025875,7.55667,5805735026.0,42502044990.0,52.601156,82.67157,sh.600029
2015-03-31,22.45177932,26.05956856,19.9770148,24.46438902,9259946761.0,284072484900.0,11.141212,94.348099,sh.600030
2015-03-31,7.22767188,9.31678916,6.8654459,8.53337018,3928630638.0,36429935268.0,18.896714,51.735353,sh.600031
2015-03-31,9.45463298,10.49732931,8.8277358,9.95998887,5156083398.0,78117290320.0,5.918367,24.994412,sh.600036
2015-03-31,6.94921464,8.41465017,5.91478956,7.61893857,7622996605.0,79513492600.0,12.757605,71.019641,sh.600048
2015-03-31,4.6413733,4.74816596,4.15669892,4.49350654,8170471012.0,44365410180.0,-3.185841,38.546146,sh.600050
2015-03-31,7.07232064,8.71984988,6.87140244,8.27208932,2570480511.0,34138637310.0,18.211649,81.192393,sh.600089
2015-03-31,14.58261173,16.64518867,13.31036801,15.81630261,1871761221.0,29109232040.0,8.819629,90.414449,sh.600100
2015-03-31,15.4989,16.4485875,14.0680375,15.7394875,1137581776.0,28012076474.0,2.052545,10.317672,sh.600104
2015-03-31,20.01734892,25.3220388,17.7439104,23.60309748,4504019641.0,105498362620.0,21.619048,158.767819,sh.600109
2015-03-31,16.54899188,17.69360917,16.01824755,17.38027818,1365304701.0,36124293580.0,5.799922,92.283374,sh.600111
2015-03-31,35.8432018,48.6373692,33.86059418,43.96896308,988744133.0,40309912772.0,22.6703,71.745991,sh.600150
2015-03-31,20.06620525,22.35948585,19.8456975,21.86554849,681431526.0,16285036468.0,9.448124,35.771889,sh.600196
2015-03-31,5.17783725,6.244749,5.09344875,5.907195,4074798878.0,37630576120.0,14.619883,133.773084,sh.600256
2015-03-31,9.3341597,10.8994584,9.152041,10.627433,252583134.0,10880894094.0,14.222002,16.881154,sh.600276
2015-03-31,14.29196907,15.76668997,13.96496574,15.46533396,975193911.0,22214157310.0,10.23766,45.099119,sh.600309
2015-03-31,25.802847,28.96471968,24.25467618,27.98994546,453794102.0,14706409170.0,9.519231,43.777123,sh.600332
2015-03-31,15.8477088,19.1343075,13.7702697,17.8093773,320003916.0,15870537612.0,14.610927,24.189948,sh.600340
2015-03-31,2.34019744,3.43794464,2.2952896,3.30072624,196050345.0,2259648708.0,43.804348,67.523911,sh.600346
2015-03-31,27.3172284,29.6338504,26.2960236,28.934136,523711394.0,15535314148.0,6.657372,29.770488,sh.600372
2015-03-31,7.8043336,10.31694832,7.60446652,9.86962676,1623672295.0,29233797500.0,27.161251,73.610774,sh.600406
2015-03-31,25.0937291,31.087375,24.22825658,28.9734335,45478690.0,5070920772.0,16.313898,28.267897,sh.600436
2015-03-31,4.34492132,4.34492132,4.34492132,4.34492132,0.0,0.0,0.0,0.0,sh.600438
2015-03-31,42.12701033,48.80702216,38.42254936,46.34070987,126245830.0,5479998636.0,11.37509,91.095659,sh.600485
2015-03-31,10.2048608,14.636096,10.0252768,13.9222496,2062814108.0,57870243980.0,37.03049,93.819099,sh.600518
2015-03-31,138.3542316,145.58374779,132.89402529,142.09588692,95753352.0,18496218198.0,2.570008,8.384722,sh.600519
2015-03-31,12.64739445,14.1080244,11.4798675,13.091934,774451220.0,20280899198.0,4.605777,54.421069,sh.600547
2015-03-31,24.21369318,36.284568,23.76952002,34.05744624,365173931.0,34389827370.0,40.653662,59.108266,sh.600570
2015-03-31,13.126519,15.3356161,12.3581374,14.62486312,1327141853.0,28412164680.0,12.346286,33.181014,sh.600585
2015-03-31,14.30912665,18.61300155,12.93318,16.39999075,1063505399.0,45349727720.0,14.612101,91.346483,sh.600588
2015-03-31,12.9824739,13.2861575,11.4985654,12.6097713,340379889.0,6054349822.0,-0.327332,65.669824,sh.600606
2015-03-31,25.2054254,30.063155,24.5327251,29.6881097,356598650.0,16166975984.0,17.812426,32.018236,sh.600637
2015-03-31,7.9560316,10.4264864,7.42303584,10.05300032,995102491.0,22668541736.0,26.418787,36.359527,sh.600690
2015-03-31,10.0363374,12.33200538,9.89213715,12.26278926,1381915642.0,26100763142.0,23.317865,58.299367,sh.600703
2015-03-31,13.42735216,13.42735216,13.42735216,13.42735216,0.0,0.0,0.0,0.0,sh.600745
2015-03-31,2.89456518,3.42017676,2.7020877,3.2202963,12977190252.0,54062518650.0,12.694301,72.841988,sh.600795
2015-03-31,12.6474029,14.21978272,12.28693638,13.7660921,302544665.0,6469175968.0,8.845209,34.941996,sh.600809
2015-03-31,14.56631536,16.51911824,14.35708648,16.23018312,1180265838.0,18187995084.0,11.728395,37.041488,sh.600832
2015-03-31,18.18327303,20.35086968,15.96659872,19.14846701,5811325465.0,128798197200.0,7.582721,71.814524,sh.600837
2015-03-31,10.05957316,11.4823912,9.538943,11.0009866,1462155166.0,42553239740.0,9.24221,48.611731,sh.600887
