股票,代码,α(Alpha),β(Beta),Alpha_PValue,Beta_PValue
贵州茅台,sh.600519,0.0007695872548632924,1.1114895422715654,0.1433408180304355,8.78419293493662e-106
中国石油,sh.601857,-7.279004055591288e-05,0.35284853046851256,0.899274618401742,1.3981226510471087e-13
五粮液,sz.000858,0.0007691721413078319,1.4862236048880806,0.2228616371955375,3.9057143689190485e-123
泸州老窖,sz.000568,0.0017550863608352724,1.5704128531442234,0.03383137921054072,1.7434839132064746e-90
招商银行,sh.600036,8.900191563021422e-05,1.054270577503633,0.8765976073278843,4.6981272503074894e-86
美的集团,sz.000333,0.0001018094244082943,1.1268882749441635,0.8662205535581927,7.611564549282838e-88
